from,to,reason
https://nmgtechnologies.com/hs-fs/hubfs/B-W_icon.png.png?width=101&height=100&name=B-W_icon.png.png,https://nmgtechnologies.com/hs-fs/hubfs/london-logo.png?width=168&height=50&name=london-logo.png,404 page — redirected to closest matching live URL
https://nmgtechnologies.com/hs-fs/hubfs/edtech.png.png?width=101&height=100&name=edtech.png.png,https://nmgtechnologies.com/hs-fs/hubfs/london-logo.png?width=168&height=50&name=london-logo.png,404 page — redirected to closest matching live URL
https://nmgtechnologies.com/hs-fs/hubfs/fintech.png.png?width=101&height=100&name=fintech.png.png,https://nmgtechnologies.com/hs-fs/hubfs/london-logo.png?width=168&height=50&name=london-logo.png,404 page — redirected to closest matching live URL
https://nmgtechnologies.com/hs-fs/hubfs/fintechgrey.png?width=122&height=80&name=fintechgrey.png,https://nmgtechnologies.com/hs-fs/hubfs/london-logo.png?width=168&height=50&name=london-logo.png,404 page — redirected to closest matching live URL
https://nmgtechnologies.com/hs-fs/hubfs/glob.png.png?width=101&height=100&name=glob.png.png,https://nmgtechnologies.com/hs-fs/hubfs/london-logo.png?width=168&height=50&name=london-logo.png,404 page — redirected to closest matching live URL
https://nmgtechnologies.com/hs-fs/hubfs/healthgrey.png?width=105&height=90&name=healthgrey.png,https://nmgtechnologies.com/hs-fs/hubfs/london-logo.png?width=168&height=50&name=london-logo.png,404 page — redirected to closest matching live URL
